Load,cof
374.8285601,1.304898642
375.5650058,1.304839834
375.5650058,1.304839834
380.7058099,1.301189586
381.4422555,1.301130779
379.9836796,1.304486991
378.5107883,1.304604605
376.3014514,1.304781027
374.8285601,1.304898642
372.6192232,1.305075063
384.3737227,1.297656952
388.0416355,1.294124318
389.5145268,1.294006704
393.9332006,1.293653861
396.1425375,1.293477439
396.8789831,1.293418632
398.3518744,1.293301017
399.8247657,1.293183403
402.0197872,1.289768384
404.2004934,1.283114766
405.6733847,1.282997152
407.8827216,1.28282073
410.0920585,1.282644309
412.2870801,1.279229289
413.745656,1.275873077
415.9549929,1.275696656
418.1500144,1.272281636
419.6229057,1.272164022
420.3593513,1.272105215
422.5686882,1.271928793
424.0415795,1.271811178
426.2222857,1.265157561
426.9587313,1.265098754
429.8901985,1.261624928
432.0852201,1.258209908
432.8216657,1.258151101
436.4895785,1.254618467
437.9624698,1.254500853
438.6989154,1.254442045
439.4353611,1.254383238
441.6160673,1.247729621
443.0889585,1.247612007
444.5618498,1.247494392
446.7568713,1.244079373
449.7026539,1.243844144
451.1755452,1.24372653
453.3705667,1.24031151
454.843458,1.240193896
457.0527949,1.240017474
460.692077,1.230007645
463.6378595,1.229772416
464.3599898,1.226475011
466.5693267,1.226298589
468.042218,1.226180975
468.7786636,1.226122168
471.6958154,1.219409744
473.1687067,1.219292129
474.6272826,1.215935917
477.5587498,1.21246209
478.2951955,1.212403283
481.240978,1.212168054
482.6995539,1.208811842
484.1581298,1.20545563
486.3674667,1.205279208
487.840358,1.205161594
490.0353795,1.201746574
490.0353795,1.201746574
493.688977,1.194975343
495.8839986,1.191560324
496.6204442,1.191501516
498.8297811,1.191325095
501.0248026,1.187910075
501.7469329,1.18461267
503.2055088,1.181256458
505.4148457,1.181080037
507.6098673,1.177665017
509.0684432,1.174308805
512.7220407,1.167537574
514.9313776,1.167361152
516.4042688,1.167243538
508.3176822,1.171129015
513.4584863,1.167478766
515.6391925,1.160825149
517.1120838,1.160707535
519.3071053,1.157292516
522.9750181,1.153759882
524.433594,1.15040367
525.89217,1.147047457
528.8379525,1.146812229
531.032974,1.143397209
533.2279956,1.13998219
536.8815931,1.133210958
538.3544843,1.133093344
539.09093,1.133034537
543.4809731,1.126204498
540.5638212,1.132916922
547.8710162,1.119374459
547.8710162,1.119374459
550.8024833,1.115900633
551.538929,1.115841825
551.5246136,1.112603228
554.4560808,1.109129401
555.1782111,1.105831996
555.9003414,1.102534591
558.8174932,1.095822167
559.5539388,1.09576336
561.0125147,1.092407148
563.9296666,1.085694723
564.6661122,1.085635916
565.4025578,1.085577109
567.5689487,1.075684894
569.7782856,1.075508472
